id,script
174," Welcome to the big AfD clique calendar. Today, Annalena is angry. Annalena, why are you looking so angry again? I don't want to break the news. Has someone been making 360-degree jokes again, Annalena? No, not this time. Did someone make fun of the Beacon of Hope? No, that's not it either. Yes, but Annalena, what's going on then? Weidel from the AfD called me Annalenchen. And intern. Well, where she's right, she's right. Alice, what should people do who wouldn't even employ Annalenchen as an intern somewhere? They should vote for the AfD. You can't get enough of the AfD clique calendar. Subscribe to the channel now and never miss another episode. What is it that we are looking for あ'm here?"
175," No problem drives people as much as having to watch our cities become increasingly unsafe, how no-go areas are emerging and how fear is spreading. Aschaffenburg, Magdeburg, Mannheim, Solingen and Munich. Sadly, the list goes on and on. The victims, honest citizens, men, women, increasingly often children and young people. The perpetrators are illegal immigrants, most of whom have a criminal record and have long been required to leave the country."
176," We see the slogan for our Time for Germany campaign behind us. Because we as the AfD think that it is finally time for our country, for the people who live here, who pay taxes here, for our children, for our grandchildren, to whom we owe exactly this, that we finally put the interests of our country at the center again, that our children, the grandchildren, have a perspective, a future perspective, can enjoy a great education, in schools where there is no gender stereotyping with gutters and gutters and anything else."
177," Oh yeah, oh yeah, oh yeah, woo! Secure your future! Vote AfD on 9.6., blue instead of colorful."
178," Dear Elin, thank you so much for your note. The alternative for Germany, the AfD, is indeed the one and only alternative for our country. Our last option, if you ask me. I wish you and President Donald Trump all the best for the upcoming tenure. And also, I wish you and all the American people Merry Christmas and Happy New Year."
179," Change of power in Syria. This was not even discussed today. From a German perspective, the change of power in Syria has two consequences. Firstly, Syrian war refugees who claim to have fled from the Assad regime, who are now celebrating the liberation of Syria in their tens of thousands on German streets and marching through Christmas markets and our pedestrian zones chanting Islamist battle songs, must return home immediately. New streams of refugees must be prevented from eclipsing the asylum influx of 2015 and once again bringing soldiers, Islamists and jihadists into the country undetected and ready to fight. What is needed, therefore, is an immediate halt to admissions."
180," Welcome to the big AfD clique calendar. Today Friedrich in left-hand traffic. Friedrich, what's going on in Thuringia? What's going on there? The CDU is the state premier. Yes, but the CDU is making a pact with the Left Party to make that possible. Do you think that's okay? Of course. Together with the BSW, the SPD and the Left Party, we form a totally stable government and prevent the AfD from governing. And why do you call it the 3 plus 1 model? Every time we put a new brick in the firewall, three bricks fall out somewhere else. And what should people do who don't agree with the CDU's betrayal of the voters? They should vote for the AfD. You can't get enough of the AfD's clique calendar. Subscribe to the channel now and never miss another episode."
181," We want Germany to get back to the top. And that is only possible with freedom. We can do that with research and development. And above all, we can do it with a great education for our young people sitting at the front. You are the future. You need a great education. And a top education also means that young people are enabled to get a top job, to be qualified. That's what we want as an alternative for Germany. And I can tell you, I can promise you, we will do away with all this gender madness and gender ideology. Everything will be closed up. Everything will be closed down. All gender chairs. We need math. We need German. We need foreign languages. We need intelligent people."
182," We want a change of direction in migration policy. We want secure borders. And we want illegal immigrants to be turned back at our borders. We want this loss of control to finally stop. And the people in this country want that too. And that's why we voted in favor of this motion, despite all of these points. For me, this is a complete Punch and Judy show. And you also saw that on Wednesday and, above all, on Friday. Interruptions to the session for four hours, but then a party night in Laschet's apartment beforehand. Black-Green more together with Ms. Baerbock. Black-Green, that's part of the election, that was a complete theater. And black-green is obviously being prepared there over beer and wine. That is complete voter deception."
183," We are the stable second strongest force and it was important to have agreed to these motions. After all, it was a motion to Wednesday and then a CDU bill. Incidentally, these are positions that the CDU had previously rejected for years. We have often put forward the same positions during our seven years in the Bundestag. But for us, the interests of the country come first, not party tactics. And I personally, I say quite clearly, because you just asked me about the possible chancellorship, I don't care who ultimately implements it. It doesn't have to be me. The main thing is that it is done. If a Union Chancellor does it, then let him do it. But Friedrich Merz will never be able to implement his election promises with a Green-Red coalition. And he has to be honest about that. Ultimately, he can only do this together with the AfD. And we'll see how that turns out on election night."
184," The AfD firmly believes that we must control our borders, make our borders secure and immediately turn illegal immigrants away from our borders. That is our program."
185," Wuh! Isn't that great? Actually, that's what we want. Actually, it's totally reasonable. It's normal. We are normal in our minds. We want to have a normal country in order. Because people just want normality. Not rocket science. They want normality. They want to go to work. They want to make a living with the money they earn. They want to start families. They want the best for their children and grandchildren. And that is normality. They want safe roads. They want safe public transportation. Young people want to be like I used to be. I'm so privileged to have been a teenager in the 90s. Wow, did we party. And that's what I want. So until dawn. On the bike. Back then, my father always told me to come home at 9 pm. I laughed my head off as a 15-year-old. 9 pm. No, we're completely safe. We girls. We rode our bikes to a party somewhere. And we cycled back in the middle of the night. Sometimes we didn't even hit the road. It didn't matter. But that was part of it. And it's exactly this freedom, dear friends, that I wish for you, for the next generation of young people, that they can party again. That they can go to a disco. Thank you very much."
186,ставeeocoolcomjpi Anchorkee Access字幕пис
187," Then the big farmers' protests. Brandenburg Gate, everything was closed. Middle-class people, entrepreneurs were there. Who wasn't there? The government bench was there. But I can tell you who was there. The AfD was there. I was there. I listened to it. That's why I voted AfD on February 23."
188, We'll be right back.
189," You think men can get pregnant? Don't vote AfD. You fancy war? Don't vote AfD. You want to eat insects? Don't vote AfD. You want to be censored online? Don't vote AfD. If not, then vote AfD. Because Germany is not just a place, it's our home. Laufstadtbund."
